timestamp,zone,water_gallons,pressure_psi
2025-01-03 02:00:00,Athletic,375.0571150559493,50.637364322197016
2025-01-03 03:00:00,Academic,399.60855638851785,51.42866277995047
2025-01-03 04:00:00,Academic,400.3172654900319,61.913436927634564
2025-01-03 05:00:00,Dining,478.81121423585694,50.22650983688788
2025-01-03 06:00:00,Academic,1154.3499814494226,55.50054567011316
2025-01-03 07:00:00,Athletic,1123.8010650633014,53.821739449121324
2025-01-03 08:00:00,Academic,1098.1812028591849,63.75693158008174
2025-01-03 09:00:00,Residential,870.1119677806674,51.937239590043696
2025-01-03 10:00:00,Academic,887.9054154749267,46.180773058827505
2025-01-03 11:00:00,Dining,822.9478128232154,55.42484421901548
2025-01-03 12:00:00,Residential,678.1885339694446,48.75173392580289
2025-01-03 13:00:00,Dining,785.401072020725,50.50664601123427
2025-01-03 14:00:00,Residential,857.044425047276,54.12584631756796
2025-01-03 15:00:00,Academic,847.7646125439112,50.8203303702708
2025-01-03 16:00:00,Academic,804.7801424827028,47.241678345195865
2025-01-03 17:00:00,Academic,1089.2602456805807,60.10728874156541
2025-01-03 18:00:00,Dining,1164.2875743495301,64.62596209284422
2025-01-03 19:00:00,Academic,1087.1110796654239,57.98734875044214
2025-01-03 20:00:00,Academic,810.0542829576881,56.684785795766295
2025-01-03 21:00:00,Athletic,740.3983044811444,58.04524651197313
2025-01-03 22:00:00,Residential,822.4099364022017,62.018401938090875
2025-01-03 23:00:00,Residential,777.1916661197916,54.8006725912565
2025-01-04 00:00:00,Dining,346.48632457490964,52.88427418750569
2025-01-04 01:00:00,Dining,339.37270275418473,63.53023492778159
2025-01-04 02:00:00,Academic,316.2364026744377,58.464592431174324
2025-01-04 03:00:00,Athletic,382.9970223066771,50.10057606824422
2025-01-04 04:00:00,Academic,315.51827103765186,49.78581056537956
2025-01-04 05:00:00,Residential,360.5000307760211,58.09798276367188
2025-01-04 06:00:00,Athletic,985.0787089104396,50.529598071120475
2025-01-04 07:00:00,Residential,886.3436899076266,47.916383597152034
2025-01-04 08:00:00,Residential,1012.5359601866085,62.30564604167229
2025-01-04 09:00:00,Athletic,608.6901989112442,49.43638686979967
2025-01-04 10:00:00,Dining,588.6557450962989,64.6241799218792
2025-01-04 11:00:00,Academic,693.5705940142357,63.46598365346385
2025-01-04 12:00:00,Athletic,657.2493767647129,61.848043154052334
2025-01-04 13:00:00,Athletic,624.7298737519558,55.842540967266906
2025-01-04 14:00:00,Athletic,705.4883192350395,52.06483030453675
2025-01-04 15:00:00,Residential,711.7977433410234,64.56140559636785
2025-01-04 16:00:00,Academic,681.0061707798016,47.66696796635584
2025-01-04 17:00:00,Residential,881.838633473322,57.041839450912455
2025-01-04 18:00:00,Athletic,916.3817678719432,46.40747025965742
2025-01-04 19:00:00,Residential,930.8552410330211,62.661559218353446
2025-01-04 20:00:00,Athletic,699.7805524556062,47.700389694433746
2025-01-04 21:00:00,Dining,758.0476512811383,53.580451849784524
2025-01-04 22:00:00,Dining,655.6693175558764,59.41975499049489
2025-01-04 23:00:00,Dining,620.1343430215982,51.96298695293927
2025-01-05 00:00:00,Athletic,405.42748590895894,50.253781350524456
2025-01-05 01:00:00,Dining,300.3923496813584,56.811732120943674
2025-01-05 02:00:00,Residential,332.8060517955608,54.92608402109621
2025-01-05 03:00:00,Academic,272.80704492913355,53.93092304195379
2025-01-05 04:00:00,Residential,346.14392800633334,48.56225436939993
2025-01-05 05:00:00,Dining,335.57581739543656,59.32930754791929
2025-01-05 06:00:00,Dining,1027.22547847148,50.010125175396055
2025-01-05 07:00:00,Athletic,1032.8494701102659,51.783425981415746
2025-01-05 08:00:00,Academic,1051.263460238277,49.95115057238126
2025-01-05 09:00:00,Dining,684.8104520763487,45.5530351173051
2025-01-05 10:00:00,Academic,699.2753188485387,62.976661490755504
2025-01-05 11:00:00,Residential,657.7625077371532,46.54311653079381
2025-01-05 12:00:00,Residential,663.8878656060949,59.03164686655335
2025-01-05 13:00:00,Dining,662.9926204415558,57.51494129126283
2025-01-05 14:00:00,Athletic,715.5242763423677,56.05438333046996
2025-01-05 15:00:00,Dining,666.6150956606843,47.41310703620516
2025-01-05 16:00:00,Academic,583.560172366167,49.89641700334374
2025-01-05 17:00:00,Dining,1000.1541391088317,49.74631517901824
2025-01-05 18:00:00,Residential,912.5703446007612,49.96358173629551
2025-01-05 19:00:00,Academic,958.2858158417697,57.139428559224676
2025-01-05 20:00:00,Dining,711.1072509255308,52.99573255820882
2025-01-05 21:00:00,Residential,678.4885920270401,53.4927921801067
2025-01-05 22:00:00,Residential,740.7580980266313,48.766570886002754
2025-01-05 23:00:00,Dining,741.7527284772038,56.11404631390543
2025-01-06 00:00:00,Academic,465.5020603328402,59.650617893082256
2025-01-06 01:00:00,Academic,464.2642606189189,58.656161556373334
2025-01-06 02:00:00,Academic,333.1815849420835,56.38772623644072
2025-01-06 03:00:00,Dining,424.2349313637065,55.79701126260691
2025-01-06 04:00:00,Academic,446.07364642533946,56.29038156596221
2025-01-06 05:00:00,Residential,378.804300184567,62.71569704705378
2025-01-06 06:00:00,Academic,1083.4629959884346,59.12661174438327
2025-01-06 07:00:00,Residential,1099.2329331400244,58.43002509061177
2025-01-06 08:00:00,Academic,1116.7682226823065,53.94086611592755
2025-01-06 09:00:00,Dining,772.6332417667877,64.9114539747063
2025-01-06 10:00:00,Residential,781.6531247562701,61.438494943636925
2025-01-06 11:00:00,Residential,741.5717397941962,52.67452980315003
2025-01-06 12:00:00,Academic,798.2723497030659,55.678259455840546
2025-01-06 13:00:00,Academic,818.9635870221985,50.55214278422807
2025-01-06 14:00:00,Academic,751.52341212275,56.952007328644896
2025-01-06 15:00:00,Residential,734.9294691381289,53.17503251422366
2025-01-06 16:00:00,Academic,787.8642705775617,56.3751765670623
2025-01-06 17:00:00,Athletic,1151.5265408162738,64.03469607482371
2025-01-06 18:00:00,Residential,1072.1155310340555,62.5299913682435
2025-01-06 19:00:00,Athletic,1150.4502642975046,57.033860207654364
2025-01-06 20:00:00,Athletic,820.5211137452534,60.5233243262891
2025-01-06 21:00:00,Academic,832.9165989661732,45.76198994051578
2025-01-06 22:00:00,Academic,,64.67706643848435
2025-01-06 23:00:00,Residential,742.6366578684698,53.398416835616835
2025-01-07 00:00:00,Residential,399.43636904428087,59.073489457048254
2025-01-07 01:00:00,Dining,366.38852630195134,62.5481591197645
2025-01-07 02:00:00,Residential,334.4676322770057,56.16607033459819
2025-01-07 03:00:00,Residential,,64.34650513590651
2025-01-07 04:00:00,Academic,323.9966477327384,46.24519561125738
2025-01-07 05:00:00,Academic,392.05820098137355,58.879673281398944
2025-01-07 06:00:00,Dining,1141.1531088705513,64.34781398098968
2025-01-07 07:00:00,Dining,1051.5921844476177,48.99364789183911
2025-01-07 08:00:00,Residential,1061.3856214924606,58.98302855344533
2025-01-07 09:00:00,Dining,779.274752876684,59.54613085025489
2025-01-07 10:00:00,Academic,845.6734882108262,63.34781515049792
2025-01-07 11:00:00,Athletic,803.9663855471438,63.64478552702276
2025-01-07 12:00:00,Athletic,719.1019470977426,46.56692544854312
2025-01-07 13:00:00,Athletic,758.3522990954791,47.35033658967566
2025-01-07 14:00:00,Academic,900.7541683119663,63.8749467302993
2025-01-07 15:00:00,Residential,786.2907333125804,45.95066539660325
2025-01-07 16:00:00,Dining,661.5485559224317,56.922239470869265
2025-01-07 17:00:00,Athletic,1051.718659685812,51.193209592195586
2025-01-07 18:00:00,Dining,1146.5807671031232,60.393640694074975
2025-01-07 19:00:00,Academic,1141.4394233842775,58.23045102334484
2025-01-07 20:00:00,Academic,830.9274245792877,56.728967758418605
2025-01-07 21:00:00,Academic,814.9463741520948,53.944264843584214
2025-01-07 22:00:00,Residential,820.9342975749643,45.99231992010044
2025-01-07 23:00:00,Athletic,776.3321530891187,46.8124596578677
2025-01-08 00:00:00,Dining,451.33410372358196,54.10738957073288
2025-01-08 01:00:00,Dining,412.9835507965885,58.08628140702669
2025-01-08 02:00:00,Academic,464.876692496427,59.889625471260814
2025-01-08 03:00:00,Academic,332.0083705436308,50.72592826104154
2025-01-08 04:00:00,Academic,331.52347553075856,59.49642839767018
2025-01-08 05:00:00,Dining,496.31376185057434,49.44399874187292
2025-01-08 06:00:00,Residential,1115.7633706896215,51.17841629578243
2025-01-08 07:00:00,Athletic,1197.4546372511243,48.68666357443369
2025-01-08 08:00:00,Dining,1163.8649259934878,62.582606716968115
2025-01-08 09:00:00,Residential,827.6498319996219,52.99018155473872
2025-01-08 10:00:00,Athletic,786.6857750477291,51.353881427484275
2025-01-08 11:00:00,Residential,881.0175473752048,57.24368389823749
2025-01-08 12:00:00,Dining,822.3010774116044,54.69469917210042
2025-01-08 13:00:00,Academic,745.3801637151732,58.543582948755116
2025-01-08 14:00:00,Academic,787.6626193112662,55.853379998822795
2025-01-08 15:00:00,Academic,789.8252355262434,54.40583778742912
2025-01-08 16:00:00,Residential,790.4554157706666,62.16680487036845
2025-01-08 17:00:00,Athletic,1136.9742523561304,56.17785802337622
2025-01-08 18:00:00,Academic,1169.1505158554085,59.754445253429004
2025-01-08 19:00:00,Athletic,1100.282578978576,61.07857806860197
2025-01-08 20:00:00,Dining,728.6538098248841,61.687006467248374
2025-01-08 21:00:00,Residential,891.4321111871741,64.13463781076184
2025-01-08 22:00:00,Academic,749.9838336023242,63.36134117028557
2025-01-08 23:00:00,Dining,819.7411370671434,52.39306739584739
2025-01-09 00:00:00,Residential,329.38184547426107,64.6386666153722
2025-01-09 01:00:00,Residential,417.50886076569356,48.813877973089056
2025-01-09 02:00:00,Academic,383.87915061586705,51.334376653419966
2025-01-09 03:00:00,Athletic,516.4765043745963,50.1752057525775
2025-01-09 04:00:00,Athletic,324.55545692166964,61.41312184738629
2025-01-09 05:00:00,Athletic,467.97134588434517,60.7431968057314
2025-01-09 06:00:00,Academic,1157.625930235801,61.725787682203496
2025-01-09 07:00:00,Dining,1131.6652213745926,55.12801459195442
2025-01-09 08:00:00,Academic,1089.0144612182642,64.87146618800361
2025-01-09 09:00:00,Dining,808.2493569887091,58.37472568270461
2025-01-09 10:00:00,Academic,784.5327618971344,62.4013070747502
2025-01-09 11:00:00,Athletic,794.0689643254061,61.03992573930787
2025-01-09 12:00:00,Academic,796.5652715156651,56.23834509181134
2025-01-09 13:00:00,Dining,842.2994843678523,49.866098282319335
2025-01-09 14:00:00,Dining,756.198596528219,59.961856217502756
2025-01-09 15:00:00,Athletic,886.2947109284853,64.5524084655088
2025-01-09 16:00:00,Residential,758.0181768922117,61.1251309241883
2025-01-09 17:00:00,Residential,1040.15640898906,59.095798634126055
2025-01-09 18:00:00,Dining,1039.8934770697417,55.19937492094064
2025-01-09 19:00:00,Academic,1130.5316377395575,45.816039242630396
2025-01-09 20:00:00,Residential,765.8602195749377,54.509897893113475
2025-01-09 21:00:00,Dining,855.9301788700445,54.14265289825265
2025-01-09 22:00:00,Athletic,795.3595300498065,45.63646728142813
2025-01-09 23:00:00,Dining,844.860361928261,63.66568283102018
2025-01-10 00:00:00,Dining,299.96427694043484,52.252583500740286
2025-01-10 01:00:00,Athletic,361.50801469920833,49.593910256104564
2025-01-10 02:00:00,Academic,314.4678522563464,58.18997340807336
2025-01-10 03:00:00,Residential,398.8959762265835,52.29409264446129
2025-01-10 04:00:00,Dining,353.595112127683,54.83533914484734
2025-01-10 05:00:00,Academic,361.9443265545956,61.03958478151115
2025-01-10 06:00:00,Academic,1104.5984314258715,46.36310311302344
2025-01-10 07:00:00,Academic,1105.0315815372917,63.692744136436474
2025-01-10 08:00:00,Academic,,52.27336292605963
2025-01-10 09:00:00,Academic,2532.2138433007126,46.444965252553864
2025-01-10 10:00:00,Athletic,816.980804156498,46.370416008310656
2025-01-10 11:00:00,Academic,892.5022339271294,54.17482194459383
2025-01-10 12:00:00,Dining,846.368591464253,54.109091442654915
2025-01-10 13:00:00,Athletic,745.3511798928974,51.51145132135435
2025-01-10 14:00:00,Dining,690.760099908617,45.51986018686506
2025-01-10 15:00:00,Dining,822.9590277416293,64.08839042726639
2025-01-10 16:00:00,Dining,753.9222801827009,64.37464863089671
2025-01-10 17:00:00,Academic,1047.318572906371,50.075237049372745
2025-01-10 18:00:00,Residential,1121.8541052155497,51.68453800755768
2025-01-10 19:00:00,Athletic,1121.720792213124,49.74870718570179
2025-01-10 20:00:00,Dining,793.9835504495992,54.69599460723022
2025-01-10 21:00:00,Dining,720.8140590167914,64.01584955567475
2025-01-10 22:00:00,Academic,772.004107792742,52.551664016360625
2025-01-10 23:00:00,Residential,794.0295210641837,55.37815817889022
2025-01-11 00:00:00,Residential,379.39011913090746,51.39963830650555
2025-01-11 01:00:00,Residential,302.1035935965576,58.57525431757178
2025-01-11 02:00:00,Athletic,343.7287595469062,56.42559408611069
2025-01-11 03:00:00,Athletic,278.15431382030977,63.17461744032667
2025-01-11 04:00:00,Residential,310.39975618511824,49.73128763634619
2025-01-11 05:00:00,Academic,289.737095410258,61.334768381703825
2025-01-11 06:00:00,Dining,1017.1089867809605,64.68852224247118
2025-01-11 07:00:00,Dining,904.5805222506085,60.47333546683469
2025-01-11 08:00:00,Dining,943.485597259344,64.96097271290265
2025-01-11 09:00:00,Athletic,655.6202310445576,61.25902806050415
2025-01-11 10:00:00,Residential,657.7195141863875,60.33592284790509
2025-01-11 11:00:00,Academic,651.6843865069292,47.986709125408396
2025-01-11 12:00:00,Dining,616.7493351041752,63.36422887006864
2025-01-11 13:00:00,Residential,677.7395101455829,56.43209188574538
2025-01-11 14:00:00,Dining,680.0550555762579,55.7523821230326
2025-01-11 15:00:00,Residential,745.5807561071445,57.59238898078861
2025-01-11 16:00:00,Residential,681.310160179336,59.61692967072723
2025-01-11 17:00:00,Academic,989.2889878986125,54.06652736681385
2025-01-11 18:00:00,Residential,927.1186158623012,49.25200166323856
2025-01-11 19:00:00,Academic,922.4597224449556,49.41351194584427
2025-01-11 20:00:00,Residential,666.7796612263219,47.87417796807888
2025-01-11 21:00:00,Dining,677.7208339339919,53.22706834509714
2025-01-11 22:00:00,Residential,738.040315493017,47.797670859251404
2025-01-11 23:00:00,Academic,698.6756289859222,60.48819578536024
2025-01-12 00:00:00,Athletic,332.43260314852915,50.80147475790052
2025-01-12 01:00:00,Dining,250.991425135344,60.74815851760816
2025-01-12 02:00:00,Academic,426.5626154645282,47.60683026512339
2025-01-12 03:00:00,Dining,360.6257290385473,51.82192165314942
2025-01-12 04:00:00,Residential,303.5322779331647,63.911657947200126
2025-01-12 05:00:00,Residential,316.51375536838873,60.427634535202266
2025-01-12 06:00:00,Residential,955.5343350378272,45.68736464811177
2025-01-12 07:00:00,Residential,956.4280065551742,53.554277234275375
2025-01-12 08:00:00,Dining,898.7737970712582,55.90965020281874
2025-01-12 09:00:00,Residential,673.585837213168,47.94661052107544
2025-01-12 10:00:00,Residential,734.5053484394099,59.08514534387635
2025-01-12 11:00:00,Academic,716.301658271394,49.745466143163
2025-01-12 12:00:00,Athletic,704.5129243266631,58.01650036367839
2025-01-12 13:00:00,Academic,722.5530923062602,55.24774470190046
2025-01-12 14:00:00,Academic,588.8351666798615,60.93985138850266
2025-01-12 15:00:00,Dining,648.4566847698353,54.61907645166892
2025-01-12 16:00:00,Residential,686.4314714820965,61.4572049351883
2025-01-12 17:00:00,Dining,848.5772495823238,64.84012109796492
2025-01-12 18:00:00,Dining,1007.9407215869454,60.153420182364435
2025-01-12 19:00:00,Residential,1006.3500443389913,63.20952726448347
2025-01-12 20:00:00,Athletic,574.2412704685561,54.629708276154105
2025-01-12 21:00:00,Academic,707.7944146444794,52.912255950545095
2025-01-12 22:00:00,Dining,655.316092094045,48.98578431261114
2025-01-12 23:00:00,Dining,654.4450516637877,62.46657905819851
2025-01-13 00:00:00,Dining,288.24924398040173,54.99330548348806
2025-01-13 01:00:00,Academic,480.0640356741974,63.00116315346273
2025-01-13 02:00:00,Dining,448.01611095328485,55.954391426432075
2025-01-13 03:00:00,Academic,476.23783319092314,60.629962171706254
2025-01-13 04:00:00,Athletic,350.1983021599868,48.436305198515136
2025-01-13 05:00:00,Residential,348.6092497342757,55.78167532806542
2025-01-13 06:00:00,Academic,1155.4234289000963,50.2492482050015
2025-01-13 07:00:00,Residential,1086.4911272715042,60.084680341783496
2025-01-13 08:00:00,Dining,1060.6854492094637,60.7700099139284
2025-01-13 09:00:00,Academic,828.1949660841279,62.05603866855305
2025-01-13 10:00:00,Athletic,817.541088351146,63.92033867638477
2025-01-13 11:00:00,Athletic,795.146316151883,51.6158522969258
2025-01-13 12:00:00,Athletic,791.438919062687,49.959436694782
2025-01-13 13:00:00,Residential,815.8577856214819,64.13124248515318
2025-01-13 14:00:00,Athletic,902.7027637558866,56.40589128639762
2025-01-13 15:00:00,Residential,860.4160417269896,59.80962170152912
2025-01-13 16:00:00,Athletic,810.1033930077874,61.54071202260769
2025-01-13 17:00:00,Dining,1109.1011547209723,63.08106711532233
2025-01-13 18:00:00,Athletic,1116.2214721047521,54.404309181249744
2025-01-13 19:00:00,Athletic,1068.3788332167724,58.351279952436144
2025-01-13 20:00:00,Residential,709.0483106340671,58.496628188136334
2025-01-13 21:00:00,Residential,781.248751352385,62.55861780459299
2025-01-13 22:00:00,Academic,782.534724231115,60.56322372989469
2025-01-13 23:00:00,Residential,813.6963653798142,45.16150657544975
2025-01-14 00:00:00,Dining,402.26338216726987,47.52612342748248
2025-01-14 01:00:00,Dining,362.15013746622793,63.99366854608907
2025-01-14 02:00:00,Residential,405.6540381536429,55.47745878735178
2025-01-14 03:00:00,Residential,418.3643299630688,55.80096483065525
2025-01-14 04:00:00,Residential,405.8278821736802,52.78765611703724
2025-01-14 05:00:00,Residential,332.12065802511734,63.53377577157495
2025-01-14 06:00:00,Academic,1082.7192221117564,54.48748384601345
2025-01-14 07:00:00,Academic,1164.4838820043385,62.46470413634243
2025-01-14 08:00:00,Residential,1114.555699540124,63.444729581057246
2025-01-14 09:00:00,Dining,846.5309072481783,55.23160519480219
2025-01-14 10:00:00,Athletic,757.2760952165227,60.49213642689934
2025-01-14 11:00:00,Academic,833.9726336075904,55.93411526661999
2025-01-14 12:00:00,Athletic,792.0843360219121,55.02988749587786
2025-01-14 13:00:00,Dining,745.9465900772797,61.752236666681185
2025-01-14 14:00:00,Athletic,837.116646676262,56.04664916200598
2025-01-14 15:00:00,Athletic,844.8675851160828,47.018877797195856
2025-01-14 16:00:00,Dining,839.6877119258957,61.64056221381177
2025-01-14 17:00:00,Dining,1116.3593361078708,63.62760177165933
2025-01-14 18:00:00,Dining,1145.060209119206,46.25379928423645
2025-01-14 19:00:00,Academic,1079.922424970935,45.49427875062862
2025-01-14 20:00:00,Athletic,782.880801024482,52.46507662574891
2025-01-14 21:00:00,Dining,758.0960169555872,56.33398118682726
2025-01-14 22:00:00,Residential,755.57868504626,50.17513577103492
2025-01-14 23:00:00,Dining,802.6523515805736,51.35815981737775
2025-01-15 00:00:00,Athletic,,59.64780541676016
2025-01-15 01:00:00,Academic,403.9430820587162,49.38645013964085
2025-01-15 02:00:00,Academic,339.7308960348969,51.35599190153669
2025-01-15 03:00:00,Academic,416.6273404978406,63.06655843237907
2025-01-15 04:00:00,Academic,464.68190983694205,56.03831763405214
2025-01-15 05:00:00,Dining,465.8314026593521,46.704606219746964
2025-01-15 06:00:00,Dining,1059.3726277295866,57.212616304562474
2025-01-15 07:00:00,Dining,1109.5094151773212,47.79465405664767
2025-01-15 08:00:00,Residential,1088.468943692473,47.41914886931737
2025-01-15 09:00:00,Academic,852.6943431563187,47.865104087815574
2025-01-15 10:00:00,Athletic,720.7399319914704,52.83454146846946
2025-01-15 11:00:00,Residential,779.0671470821826,45.09616863088791
2025-01-15 12:00:00,Dining,885.4975950426209,46.93143884235731
2025-01-15 13:00:00,Dining,732.6920737624457,50.58496510704863
2025-01-15 14:00:00,Residential,830.87704353533,50.53078846586513
2025-01-15 15:00:00,Academic,773.6752212947393,62.97855174501851
2025-01-15 16:00:00,Dining,840.4773122065252,60.118257148091764
2025-01-15 17:00:00,Dining,1112.94099329487,56.20136759675656
2025-01-15 18:00:00,Residential,1134.7253831491653,45.36683917912376
2025-01-15 19:00:00,Athletic,986.6120782861449,58.564010496705166
2025-01-15 20:00:00,Residential,757.6202022538054,54.63331646825573
2025-01-15 21:00:00,Residential,753.9539150462841,49.619228624990875
2025-01-15 22:00:00,Academic,772.1283530712427,59.45657374735246
2025-01-15 23:00:00,Academic,808.4972770863279,52.308146864992665
2025-01-16 00:00:00,Athletic,422.56457710163164,48.62893518686039
2025-01-16 01:00:00,Dining,351.25986082103077,63.37579985175215
2025-01-16 02:00:00,Athletic,451.1566211556526,56.69578676171812
2025-01-16 03:00:00,Academic,389.8544678914488,51.36402331886132
2025-01-16 04:00:00,Academic,392.532002872618,47.71698911476544
2025-01-16 05:00:00,Athletic,382.9748072262908,57.783149916226414
2025-01-16 06:00:00,Athletic,1205.2162257880316,48.87264484420486
2025-01-16 07:00:00,Academic,1239.9908749893386,47.23778685969547
2025-01-16 08:00:00,Athletic,1100.6957479647697,60.547734407460084
2025-01-16 09:00:00,Dining,815.0198320955957,60.44712172149086
2025-01-16 10:00:00,Residential,799.6460434999173,54.17041939700104
2025-01-16 11:00:00,Residential,800.663587619568,58.84855027434344
2025-01-16 12:00:00,Residential,804.2025673856639,48.81524481929121
2025-01-16 13:00:00,Academic,774.2006854411035,59.10077435088988
2025-01-16 14:00:00,Athletic,762.154429408357,51.31593782375627
2025-01-16 15:00:00,Residential,775.9736046926105,60.78136928059057
2025-01-16 16:00:00,Athletic,847.8114370249658,49.94748303844862
2025-01-16 17:00:00,Dining,1130.2249036959292,55.78703603356467
2025-01-16 18:00:00,Academic,1090.3395591617925,59.29401741059947
2025-01-16 19:00:00,Dining,1161.6233071129413,45.35635688940591
2025-01-16 20:00:00,Dining,772.9218680786939,46.42294434116211
2025-01-16 21:00:00,Residential,733.0135671613074,58.77932497347292
2025-01-16 22:00:00,Dining,786.731320943558,54.34607242280939
2025-01-16 23:00:00,Dining,811.29979414828,61.72005416559464
2025-01-17 00:00:00,Residential,416.3391073092795,54.44858775436979
2025-01-17 01:00:00,Athletic,350.564921521437,64.20151592188658
2025-01-17 02:00:00,Dining,366.22408109087627,49.8705287343759
2025-01-17 03:00:00,Athletic,344.20324158051505,56.10975549884062
2025-01-17 04:00:00,Residential,373.3365187134072,56.982877183130114
2025-01-17 05:00:00,Athletic,431.58802934591637,47.180159724014196
2025-01-17 06:00:00,Dining,1060.214582638798,51.401717045440165
2025-01-17 07:00:00,Residential,1118.9543825221044,63.78646278890659
2025-01-17 08:00:00,Academic,1140.0323175142678,59.708614892005485
2025-01-17 09:00:00,Athletic,828.778036039379,47.53234193061539
2025-01-17 10:00:00,Academic,710.8120661906308,54.713661452926914
2025-01-17 11:00:00,Dining,871.2767838576403,63.74432347688858
2025-01-17 12:00:00,Athletic,857.5837893582053,45.529946129682614
2025-01-17 13:00:00,Dining,841.8803446304818,59.62335722572275
2025-01-17 14:00:00,Dining,860.9633788590836,49.104140214374794
2025-01-17 15:00:00,Dining,890.5188807569137,52.26070099413429
2025-01-17 16:00:00,Dining,813.7353431366704,47.72256778277864
2025-01-17 17:00:00,Academic,1035.2168988340218,60.65483010442095
2025-01-17 18:00:00,Academic,1127.4300546468526,55.99648486266396
2025-01-17 19:00:00,Dining,1099.201550509103,49.44492644372303
2025-01-17 20:00:00,Residential,713.6367626387881,60.43616094968179
2025-01-17 21:00:00,Residential,836.6198062777543,62.51778128376891
2025-01-17 22:00:00,Residential,703.2155447240158,54.304500259953635
2025-01-17 23:00:00,Athletic,745.6198589116224,55.667866383019
2025-01-18 00:00:00,Dining,429.1342259879315,53.338336969309026
2025-01-18 01:00:00,Athletic,315.9113986313305,49.54796729659858
2025-01-18 02:00:00,Residential,384.5649235714298,49.67199446556453
2025-01-18 03:00:00,Residential,421.9421343090455,56.28089886940087
2025-01-18 04:00:00,Dining,336.8960205806823,56.84668971229769
2025-01-18 05:00:00,Dining,323.15858435334553,60.32170728099749
2025-01-18 06:00:00,Academic,982.4597681425677,63.185227893362004
2025-01-18 07:00:00,Residential,1000.9413329997764,48.797695652736024
2025-01-18 08:00:00,Dining,925.6187869102714,61.390737249831105
2025-01-18 09:00:00,Academic,725.9816920706744,61.03880469294815
2025-01-18 10:00:00,Academic,736.1240637987253,62.524349145294735
2025-01-18 11:00:00,Academic,779.0144516845359,63.89138149682021
